Judul,Instansi,Lembaga,LembagaDetail,Author,PreProcess
Pengembangan Instrument Asesmen Sensoris Berdasarkan Aspek Psikologis Asesor,Universitas Negeri Yogyakarta,LPNK,BPPT,SUGIYONO,kembang instrument asesmen sensoris dasar aspek psikologis asesor
Mandiri Cendekia demi Meraih Taqwa (Pengamalannya di Pondok Putri atau Alumni),Universitas Negeri Yogyakarta,LPNK,BAPETEN,HUSAIN HAIKAL,mandiri cendekia raih taqwa amal pondok putri alumni
Pelaksanaan Asas- Asas Umum Pemerintahan Yang Baik Pada Layanan Perizinan Investasi Di Kabupaten Kulon Progo,Universitas Negeri Yogyakarta,LPNK,BSN,ENY KUSDARINI,laksana asas- asas umum perintah layan izin investasi kabupaten kulon progo
MUATAN NILAI-NILAI KARAKTER DALAM KEGIATAN KEMAH PENDIDIKAN KARAKTER (KPK) (Studi Kasus di SMA N 1 Jember),Universitas Negeri Yogyakarta,LPNK,BIG,TAAT WULANDARI,muat nilai karakter giat kemah didik karakter kpk studi sma jember
Analisis Laporan Keuangan pada PT Gudang Garam Tbk ( Listing di Bursa Efek Indonesia Tahun 2006-2010),Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana,LPNK,BATAN,SUPARDI,analisis lapor uang pt gudang garam tbk listing bursa efek indonesia tahun -
Pengaruh Return on Asset Debt to Equity Ratio Price Earning Ratio Net Profit Margin dan Total Sales terhadap Earning Per Share pada perusahaan sektor Lembaga Pembiayaan yang terdaftar di BEI Tahun 2011-2015,Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana,LPNK,LAPAN,SUPARDI,pengaruh kembali on aset debt to equity ratio price earning ratio net profit margin total penjual earning bagi usaha sektor lembaga biaya daftar bei tahun -
Pembangunan Desa Wisata sebagai Implementasi Undang-Undang Desa dan Keistimewaan DIY (Studi di Desa Sendangsari Pajangan Bantul,Universitas Negeri Yogyakarta,LPNK,LIPI,V INDAH SRI PINASTI,bangun desa wisata implementasi undang desa istimewa diy studi desa sendangsari pajang bantul
Konteks Budaya dalam Referensi Eksternal Tuturan Kewacanaan Bahasa Jawa,Universitas Negeri Yogyakarta,LPNK,BPPT,MULYANA,konteks budaya referensi eksternal wacana bahasa jawa
Model Penerimaan Teknologi Pembelian Tiket Melalui Handphone,Universitas Negeri Yogyakarta,LPNK,BAPETEN,DYNA HERLINA S,model terima teknologi beli tiket handphone
Verifying the Indonesian Version of the Child Behavior Checklist,Universitas Gadjah Mada,LPNK,BSN,SRI HARTINI,verifying the indonesian version of the child behavior checklist
Manajemen Kurikulum Program Profesi Guru SM3T LPTK UNY,Universitas Negeri Yogyakarta,LPNK,BIG,LANTIP DIAT PRASOJO,manajemen kurikulum program profesi guru smt lptk uny
Tingkat Pengetahuan Mahasiswa Prodi PJKR FIK UNY Terhadap Model Pembelajaran Pendekatan Taktik (Teaching Games For Understanding),Universitas Negeri Yogyakarta,LPNK,BATAN,SONI NOPEMBRI,tingkat mahasiswa prodi pjkr fik uny model ajar taktik teaching games untuk understanding
Studi Kasus: Alternatif Pembelajaran Zertifikat Deutsch fuer indonesische Studenten (ZiDS) di Jurusan Pendidikan Bahasa Jerman,Universitas Negeri Yogyakarta,LPNK,LAPAN,SUDARMAJI,studi alternatif ajar zertifikat deutsch fuer indonesische studenten zids jurus didik bahasa jerman
Pemanfaatan Graphics Processing Unit (GPU) Untuk Pemodelan Perambatan Gelombang Seismik  2D,Universitas Gadjah Mada,LPNK,LIPI,SUDARMAJI,manfaat graphics processing unit gpu model rambat gelombang seismik
PENOLAKAN NEGARA-NEGARA UNI EROPA TERHADAP KEBIJAKAN KUOTA PENGUNGSI (tambahan),Universitas Muhammadiyah Yogyakarta,LPNK,BPPT,SUGITO,tolak negara uni eropa bijak kuota ungsi
Determinan True Discount dan Market Reactions Penawaran Saham Perdana: Studi Empiris Pada Perusahaan Yang Terdaftar di Bursa Efek Indonesia Periode 2005-2008.,Universitas Negeri Yogyakarta,LPNK,BAPETEN,MUNIYA ALTEZA,determinan true diskon market reactions tawar saham perdana studi empiris usaha daftar bursa efek indonesia periode -
Analisis Dampak Krisis Global Tahun 2008 Terhadap Penilaian Usaha Perusahaan Di Indonesia,Universitas Negeri Yogyakarta,LPNK,BSN,NANING MARGASARI,analisis dampak krisis global tahun nilai usaha usaha indonesia
Peningkatan Pembelajaran Dasar Gerak Renang Melalui Pendekatan Bermain Untuk Mahasiswa Prodi PJKR FI,Universitas Negeri Yogyakarta,LPNK,BIG,ALF MARIA BANDI UTAMA,tingkat ajar dasar gerak renang main mahasiswa prodi pjkr di
Penyusunan Drive Stroke Test Dalam Permainan Tenis Meja Untuk Mahasiswa PGSD Panjas FIK UNY,Universitas Negeri Yogyakarta,LPNK,BATAN,ALF MARIA BANDI UTAMA,susun drive stroke test main tenis meja mahasiswa pgsd panjas fik uny
Pemahaman Mahasiswa PJKR Kelas B Angkatan Tahun 2009 Terhadap Permainan Net.,Universitas Negeri Yogyakarta,LPNK,LAPAN,YUYUN ARI WIBOWO,paham mahasiswa pjkr kelas angkat tahun main net
Pengembangan Model Permainan Tanpa Alat Untuk Mengembangkan Kemampuan Gerak Dasar Lokomotor Bagi Siswa Sekolah Dasar Kelas Bawah.,Universitas Negeri Yogyakarta,LPNK,LIPI,YUDANTO,kembang model main alat kembang gerak dasar lokomotor siswa sekolah dasar kelas
DEVELOPMENT OF MODEL FOR PREDICTING A SUCCESS OF PRODUCTS,Universitas Gadjah Mada,LPNK,BPPT,SUBAGYO,pengembangan of model untuk predicting success of products
Penerapan Studi Geomorfologi Tektonik pada Daerah Sesar Opak,Universitas Gadjah Mada,LPNK,BAPETEN,SUBAGYO,terap studi geomorfologi tektonik daerah sesar opak
Analisis Intangible Factors Yang Mempengaruhi Penentuan Harga Produk Karya Seni,Universitas Gadjah Mada,LPNK,BSN,SUBAGYO,analisis intangible factors pengaruh harga produk karya seni
Tingkat Pengetahuan Mahasiswa PJKR C Dan F Angkatan 2010 Terhadap Peraturan 11 Tentang Offside Dalam Permainan Sepakbola,Universitas Negeri Yogyakarta,LPNK,BIG,NURHADI SANTOSO,tingkat mahasiswa pjkr angkat atur offside main sepakbola
Kajian Karakteristik Swelling Profile Gel Fraction Dan Weight Loss Perancah Membran Hidrogel Kalsium Karbonat Untuk Regenerasi Jarinan Tulang,Universitas Muhammadiyah Yogyakarta,LPNK,BATAN,ERLINA SIH MAHANANI,kaji karakteristik swelling profile gel fraction weight loss perancah membran hidrogel kalsium karbonat regenerasi jarinan tulang
Reposisi Pendidikan Seni sebagai Sentra Pembentukan Insan Humanis,Universitas Negeri Yogyakarta,LPNK,LAPAN,SUTIYONO,reposisi didik seni sentra bentuk insan humanis
EKSPLORASI GAYA BELAJAR  EFIKASI DIRI DAN INTENSITAS  BELAJAR MAHASISWA  PADA KEGIATAN  SITE VISIT SURVEY LEARNING,Universitas Negeri Yogyakarta,LPNK,LIPI,SLAMET,eksplorasi gaya ajar efikasi intensitas ajar mahasiswa giat situs kunjungi survei learning
Mengukur Kemampuan Perenang DIY Mengenai Kecepatan Start Pembalikan dan Finish Kecepatan Berenang,Universitas Negeri Yogyakarta,LPNK,BPPT,FX SUGIYANTO,ukur renang diy cepat start finish cepat renang
Pemanfaatan Program Aplikasi Rapid Typing Sebagai Media Untuk Meningkatlan Kualitas Pembelajaran Mengetik Manual,Universitas Negeri Yogyakarta,LPNK,BAPETEN,SUTIRMAN,manfaat program aplikasi rapid typing media meningkatlan kualitas ajar etik manual
Revitalisasi Kawasan Malioboro Kota Yogyakarta dalam Penyediaan Fasilitas Publik untuk Mewujudkan Pelayanan Inklusif,Universitas Negeri Yogyakarta,LPNK,BSN,FRANSISCA WINARNI,revitalisasi kawasan malioboro kota yogyakarta sedia fasilitas publik wujud layan inklusif
Strategi Pencegahan Kekerasan Pelajar di SMA Kota Yogyakarta,Universitas Negeri Yogyakarta,LPNK,BIG,ARIEFA EFIANINGRUM,strategi cegah keras ajar sma kota yogyakarta
Geomorfologi Aeolian untuk Penataan Tambak dan Hortikultura pada Lorong Angin Alami di Kawasan Parangtritis,Universitas Gadjah Mada,LPNK,BATAN,SUNARTO,geomorfologi aeolian tata tambak hortikultura lorong angin alami kawasan parangtritis
Ketel Uap Super Panas Tipe Horizontal untuk UMKM Tahu.,Universitas Gadjah Mada,LPNK,LAPAN,SUNARTO,ketel uap super panas tipe horizontal umkm
Pengembangan Traktor Pertanian Didasarkan Atas Evaluasi Lahan di Wilayah Srimartani Piyungan Bantul,Universitas Gadjah Mada,LPNK,LIPI,SUNARTO,kembang traktor tani dasar evaluasi lahan wilayah srimartani piyungan bantul
Penyusunan Model Animasi Komputer Guna Pembelajaran Medan Magnet Ditimbulkan oleh Arus Listrik pada Mahasiswa Pogram Studi Pendidikan Fisika Semester IV Fakultas Keguruan dan Ilmu Pendidikan Universitas Sarjanawiyata Tamansiswa Tahun 2014,Universitas Sarjanawiyata Tamansiswa,LPNK,BPPT,SUNARTO,susun model animasi komputer ajar medan magnet timbul arus listrik mahasiswa pogram studi didik fisika semester iv fakultas guru ilmu didik universitas sarjanawiyata tamansiswa tahun
Identifikasi dan Pengukuran Arus Balik (Rip Current) Pada Musim Timur dan Musim Barat untuk Sistem Peringatan Dini Bahaya Pantai di Kabupaten Bantul,Universitas Gadjah Mada,LPNK,BAPETEN,SUNARTO,identifikasi ukur arus rip current musim timur musim barat sistem bahaya pantai kabupaten bantul
Efektifitas Tanggap Bocah (TABO) dalam Penurunan Resiko Demam Berdarah di Lingkungan Kecamatan Sleman,Universitas Islam Indonesia,LPNK,BSN,SUNARTO,efektifitas tanggap bocah tabo turun resiko demam darah lingkung camat sleman
Analisis Kesalahan Penerapan Konsep Regresi Linier Pada Skripsi Mahasiswa Program Studi Pendidikan Matematika UAD.,Universitas Ahmad Dahlan,LPNK,BIG,USWATUN KHASANAH,analisis salah terap konsep regresi linier skripsi mahasiswa program studi didik matematika universitas ahmad dahlan
Survei Harga Properti Residensial,Universitas Ahmad Dahlan,LPNK,BATAN,USWATUN KHASANAH,survei harga properti residensial
Studi Kelayakan Penerapan Sistem Helpdesk di Universitas Ahmad Dahlan,Universitas Ahmad Dahlan,LPNK,LAPAN,ALI TARMUJI,studi layak terap sistem helpdesk universitas ahmad dahlan
Studi Hubungan Tingkat Melek Teknologi Informasi dan Komuikasi (ICT Literacy) terhadap Mobilitas Mencari Sumber Belajar Mahasiswa FIP UNY,Universitas Negeri Yogyakarta,LPNK,LIPI,PUJIRIYANTO,studi hubung tingkat melek teknologi informasi komuikasi ict literacy mobilitas cari sumber ajar mahasiswa fip uny
Eksistensi Keroncong dalam Musik Industri,Universitas Negeri Yogyakarta,LPNK,BPPT,DRIJASTUTI JOGJANINGRUM,eksistensi keroncong musik industri
Studi Eksploratif Berbagai Krisis Psikologis dan Strategi Koping Remaja di Daerah Istimewa Yogyakarta,Universitas Negeri Yogyakarta,LPNK,BAPETEN,KARTIKA NUR FATHIYAH,studi eksploratif krisis psikologis strategi koping remaja daerah istimewa yogyakarta
Cyberbullying : Perilaku Mahasiswa FIP UNY di Dunia Maya,Universitas Negeri Yogyakarta,LPNK,BSN,MUHAMMAD NUR WANGID,cyberbullying perilaku mahasiswa fip uny dunia maya
Model Matematik Tarikan Perjalanan di Daerah Istimewa Yogyakarta dengan Basis Lokasi Wisata yang Berpotensi Destination Trip Tinggi,Universitas Cokroaminoto,LPNK,BIG,SURYANTO,model matematik tari jalan daerah istimewa yogyakarta basis lokasi wisata potensi destination trip tinggi
Profil Kebugaran Dasar Mahasiswa Prodi IKORA Angkatan Tahun 2009/2010 FIK UNY,Universitas Negeri Yogyakarta,LPNK,BATAN,SURYANTO,profil bugar dasar mahasiswa prodi ikora angkat tahun fik uny
Pendidikan Karakter dalam Buku Pelajaran Bahasa Jawa di Sekolah,Universitas Negeri Yogyakarta,LPNK,LAPAN,SUWARNA,didik karakter buku ajar bahasa jawa sekolah
Penerapan Teori Belajar Neuroscience untuk Meningkatkan Efektifitas Belajar Mahasiswa Teknologi Pendidikan pada Mata Kuliah Grafika,Universitas Negeri Yogyakarta,LPNK,LIPI,SISCA RAHMADONNA,terap teori ajar neuroscience tingkat efektifitas ajar mahasiswa teknologi didik kuliah grafika
Pengembangan Multimedia Pembelajaran Fotografi pada Mahasiswa Prodi. Pendidikan Seni Rupa FBS UNY,Universitas Negeri Yogyakarta,LPNK,BPPT,MARDIYATMO,kembang multimedia ajar fotografi mahasiswa prodi didik seni fbs uny
Menumbuhkembangkan Karakter Siswa SMP di Indonesia melalui Mata Pelajaran Pendidikan Agama Islam dan Budi Pekerti dalam Kurikulum 2013,Universitas Negeri Yogyakarta,LPNK,BAPETEN,MARZUKI,menumbuhkembangkan karakter siswa smp indonesia ajar didik agama islam budi pekerti kurikulum
Kebugaran Jasmani Dan Indek Masa Tubuh Mahasiswa IKORA FIK UNY,Universitas Negeri Yogyakarta,LPNK,BSN,EKA SWASTA BUDAYATI,bugar jasmani indek tubuh mahasiswa ikora fik uny
Pengembangan Model Bermain Sepakbola Menggunakan Model Touch Balanced Untuk Anak Usia 12-13,Universitas Negeri Yogyakarta,LPNK,BIG,NAWAN PRIMASONI,kembang model main sepakbola model touch balanced mahasiswa usia -
Analisi Data Geospasial untuk Studi Ekosistem Pantai,Universitas Gadjah Mada,LPNK,BATAN,HARTONO,analis data geospasial studi ekosistem pantai
PELAKSANAAN PROGRAM CSR PERTAMINA DALAM PEMBERDAYAAN MASYARAKAT KHUSUSNYA PENGELOLA SAMPAH “BISMA” DI DUSUN NGARAN DESA BALECATUR KECAMATAN GAMPING KABUPATEN SLEMAN DIY,Sekolah Tinggi Pembangunan Masyarakat Desa APMD,LPNK,LAPAN,HARTONO,laksana program csr pertamina daya masyarakat kelola sampah bisma dusun ngaran desa balecatur camat gamping kabupaten sleman diy
Analisis Data Penginderaan Jauh dan Sistem Informasi Geografi untuk Kajian Ekosistem Pesisir dan Hutan di Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,LPNK,LIPI,HARTONO,analisis data penginderaan sistem informasi geografi kaji ekosistem pesisir hutan daerah istimewa yogyakarta
Pengembangan Coloring Book & Puzzle Teknik Dasar Pencak Silat,Universitas Negeri Yogyakarta,LPNK,BPPT,SISWANTOYO,kembang coloring book puzzle teknik dasar pencak silat
National Student Olimpic Sport (O2SNABK) for Disability Case Balikpapan Indonesia,Universitas Negeri Yogyakarta,LPNK,BAPETEN,SISWANTOYO,national student olimpic sport osnabk untuk disability kasus balikpapan indonesia
Kontribusi Mata Kuliah Pendukung Bukan Prasyarat Terhadap Nilai Perkembangan Motorik Pada Mahasiswa Angkatan Tahun 2007,Universitas Negeri Yogyakarta,LPNK,BSN,ENDANG RINI SUKAMTI,kontribusi kuliah dukung prasyarat nilai kembang motorik mahasiswa angkat tahun
Identifikasi Situs-situs Informasi Dan Wacanakeolahragaan Sebagai Langkah Strategis Penanggulangan Perilaku Plagiatisme Mahasiswa,Universitas Negeri Yogyakarta,LPNK,BIG,EKA NOVITA I,identifikasi situs informasi wacanakeolahragaan langkah strategis tanggulang perilaku plagiat mahasiswa
Stadion Sepakbola Maguwoharjo Sebagai Sarana Prasarana Olahraga Rekreasi dan Bisnis di Kabupaten Sleman,Universitas Negeri Yogyakarta,LPNK,BATAN,SULISTIYONO,stadion sepakbola maguwoharjo sarana prasarana olahraga rekreasi bisnis kabupaten sleman
Penyusunan Tes Keterampilan Lemparan Ke Dalam Pada Permainan Sepakbola Untuk Siswa Sekolah Sepak Bola Kelompok Umur 15 Tahun,Universitas Negeri Yogyakarta,LPNK,LAPAN,SULISTIYONO,susun tes terampil lempar main sepakbola siswa sekolah sepak bola kelompok umur tahun
Identifikasi Kemampuan Tutor dalam Memanfaatkan Media Pembelajaran Fungsional di SKB Gunungkidul Propinsi DIY,Universitas Negeri Yogyakarta,LPNK,LIPI,SUJARWO,identifikasi tutor manfaat media ajar fungsional skb gunungkidul propinsi diy
Peran Orang Tua Dalam Pemenuhan Kebutuhan Siswa Selabora Tenis Lapangan FIK UNY,Universitas Negeri Yogyakarta,LPNK,BPPT,ABDUL ALIM,peran tua penuh butuh siswa selabora tenis lapang fik uny
Pemahaman Mahasiswa Prodi PJKR FIK UNY Terhadap Peraturan Permainan Bola Basket,Universitas Negeri Yogyakarta,LPNK,BAPETEN,TRI ANI HASTUTI,paham mahasiswa prodi pjkr fik uny atur main bola basket
Pembuatan Norma Agility T Test Taekwondo UNY,Universitas Negeri Yogyakarta,LPNK,BSN,DEVI TIRTAWIRYA,norma agility test taekwondo uny
Identifikasi Pencegahan dan Pengelolaan Cedera Mahasiswa PJKR Dalam Matakuliah Permainan Invasi Pada Tahun Akademik 2013-2014,Universitas Negeri Yogyakarta,LPNK,BIG,FATHAN NURCAHYO,identifikasi cegah kelola cedera mahasiswa pjkr mata kuliah main invasi tahun akademik -
PENGEMBANGAN MODUL PEMBELAJARAN KEWIRAUSAHAAN MUATAN MATERI EKONOMI KREATIF,Universitas Negeri Yogyakarta,LPNK,BATAN,RB SUHARTO,kembang modul ajar kewirausahaan muat materi ekonomi kreatif
Penghambatan Xantin Oksidase oleh Kombinasi Seledri dan Meniran pada Tikus Terinduksi Kalium Oksonat,Universitas Ahmad Dahlan,LPNK,LAPAN,MULYADI,hambat xantin oksidase kombinasi seledri meniran tikus induksi kalium oksonat
Kesiapan Guru-guru Bahasa Indonesia SMP dalam Menginplementasikan Kurikulum 2013 di Kabupaten Kulonprogo,Universitas Negeri Yogyakarta,LPNK,LIPI,SETYAWAN PUJIONO,siap guru bahasa indonesia smp menginplementasikan kurikulum kabupaten kulonprogo
Asesmen Psikologis dan Akademik Anak Autis di SLB Kabupaten Gunungkidul.,Universitas Negeri Yogyakarta,LPNK,BPPT,PURWANDARI,asesmen psikologis akademik mahasiswa autis slb kabupaten gunungkidul
Profil Sekolah Inklusif di Provinsi Daerah Istimewa Yogyakarta,Universitas Negeri Yogyakarta,LPNK,BAPETEN,SUKINAH,profil sekolah inklusif provinsi daerah istimewa yogyakarta
Kesadaran Mahasiswa Fakultas Ilmu Keolahragaan Universitas Negeri Yogyakarta Terhadap Kesehatan Lingkungan Kampus,Universitas Negeri Yogyakarta,LPNK,BSN,ERWIN SETYO KRISWANTO,sadar mahasiswa fakultas ilmu olahraga universitas negeri yogyakarta sehat lingkung kampus
Pola Pemanfaatan Teknologi Informasi Di Sekolah Dasar Peserta Program PPM Jurusan KTP FIP UNY,Universitas Negeri Yogyakarta,LPNK,BIG,EKO BUDI PRASETYO,pola manfaat teknologi informasi sekolah dasar program ppm jurus kartu tanda penduduk fip uny
Modifikasi Tes Keterampilan Bola Basket STO Sebagai Tes Kemampuan Bermain Bola Basket Mini,Universitas Negeri Yogyakarta,LPNK,BATAN,BUDI ARYANTO,modifikasi tes terampil bola basket sto tes main bola basket mini
Persepsi Mahasiswa Prodi PKO Angkatan 2009/2010 Terhadap Mata Kuliah Dasar Gerak Pencak Silat,Universitas Negeri Yogyakarta,LPNK,LAPAN,AWAN HARIONO,persepsi mahasiswa prodi pko angkat kuliah dasar gerak pencak silat
Analisis Gerak Teknik Tendangan Samping (T) Pesilat Daerah Istimewa Yogyakarta (Sebuah Kajian Biomekanika Olahraga),Universitas Negeri Yogyakarta,LPNK,LIPI,AWAN HARIONO,analisis gerak teknik tendang samping silat daerah istimewa yogyakarta buah kaji biomekanika olahraga
Pengaruh Latihan Gateball Terhadap Peningkatan Kebugaran Jasmani Bagi Usia Lanjut,Universitas Negeri Yogyakarta,LPNK,BPPT,YUDIK PRASETYO,pengaruh latih gateball tingkat bugar jasmani usia
Pengembangan Model Local Genius Matakuliah Kinesiologi di Prodi IKORA FIK UNY,Universitas Negeri Yogyakarta,LPNK,BAPETEN,SIGIT NUGROHO,kembang model local genius mata kuliah kinesiologi prodi ikora fik uny
Kajian Akademik Pengembangan Olahraga DIY (Sebuah Refleksi Menuju Rintisan Sekolah Khusus Olahraga Kerjasama BPO Dinas Dikpora,Universitas Negeri Yogyakarta,LPNK,BSN,RUMPIS AGUS SUDARKO,kaji akademik kembang olahraga diy buah refleksi rintis sekolah olahraga kerjasama bpo dinas dikpora
Identifikasi Respon Dan Indikator Karakter Kritis-Kreatif Mahasiswa FIK,Universitas Negeri Yogyakarta,LPNK,BIG,ERMAWAN SUSANTO,identifikasi respon indikator karakter kritis-kreatif mahasiswa fik
Persepsi Guru Pendidikan Jasmani Dan Kesehatan Sekolah Negeri Se- Kabupaten Bantul Dalam Penangan-an Dini Cedera dengan Rest Ice Compress Dan Elevation (RICE),Universitas Negeri Yogyakarta,LPNK,BATAN,BAMBANG PRIYONOADI,persepsi guru didik jasmani sehat sekolah negeri se- kabupaten bantul penangan-an cedera rest ice compress elevation rice
Pengembangan Media Pembelajaran Morfologi pada Materi Seluk-Beluk Verba dalam Bahasa Indonesia dengan Macromedia Flash 8 untuk Mahasiswa Jurusan Pendidikan Bahasa dan Sastra Indonesia FBS UNY,Universitas Negeri Yogyakarta,LPNK,LAPAN,ARI LISTIYORINI,kembang media ajar morfologi materi seluk-beluk verba bahasa indonesia macromedia flash mahasiswa jurus didik bahasa sastra indonesia fbs uny
Kasus Ambalat : Konflik Wilayah antara Indonesia dan Malaysia (1979-Sekarang),Universitas Negeri Yogyakarta,LPNK,LIPI,MUDJI HARTONO,ambalat konflik wilayah indonesia malaysia -sekarang
Masalah Penetapan Batas Landas Kontinen dan Zone Ekonomi Ekslusif (ZEE) Indonesia,Universitas Negeri Yogyakarta,LPNK,BPPT,DANAR WIDIYANTA,batas landas kontinen zone ekonomi ekslusif zee indonesia
Cerita Ibu dalam Novel-novel Anak Karya Bambang Joko Susilo,Universitas Negeri Yogyakarta,LPNK,BAPETEN,ELSE LILIANI,cerita novel mahasiswa karya bambang joko susilo
Peningkatan Kemampuan Membaca Pemahaman Dengan Teknik Klos Siswa Kelas IV SDN Tukangan Yogyakarta,Universitas Negeri Yogyakarta,LPNK,BSN,SUYATINAH,tingkat baca paham teknik klos siswa kelas iv sdn tukang yogyakarta
Menguak Nilai-Nilai Karakter dalam Pembelajaran Keterampilan Berbicara Bahasa Jawa di Sekolah Dasar (Studi Awal Pengembangan Model Pembelajaran Inovatif Berkarakter),Universitas Negeri Yogyakarta,LPNK,BIG,SUPARTINAH,uak nilai karakter ajar terampil bicara bahasa jawa sekolah dasar studi kembang model ajar inovatif karakter
Analisis Peran Latihan Fisik dan Jenis Regimen Terapi Terhadap Kontrol Kadar Gula Darah Penderita Diabetes Mellitus Tipe II,Universitas Negeri Yogyakarta,LPNK,BATAN,NOVITA INTAN AROVAH,analisis peran latih fisik jenis regimen terapi kontrol gula darah derita diabetes mellitus tipe ii
Model Pembelajaran Soal Matematika Bentuk Cerita Berbasis Pemecahan Masalah di Sekolah Dasar,Universitas Negeri Yogyakarta,LPNK,LAPAN,PETRUS SARJIMAN,model ajar matematika bentuk cerita bas pecah sekolah dasar
Upaya Peningkatan Kualitas Kuliah Jaringan Komputer Melalui Penerapan Video Pembelajaran Dengan Metode Assure,Universitas Negeri Yogyakarta,LPNK,LIPI,DENY BUDI HERTANTO,upaya tingkat kualitas kuliah jaring komputer terap video ajar metode assure
Pengolahan Citra Digital pada Sensor Kamera sebagai Pengendali Arah Gerak Robot Line Follower,Universitas Negeri Yogyakarta,LPNK,BPPT,DIDIK HARIYANTO,olah citra digital sensor kamera kendali arah gerak robot line follower
Implementasi Pendidikan Karakter Pada Perkuliahan Pemrograman Lanjut Melalui Pembelajaran berbasis Projek : Sebagai Upaya Untuk Meningkatkan Kemampuan Soft Skill Mahasiswa Program Studi Pandidikan Teknik Mekatronika,Universitas Negeri Yogyakarta,LPNK,BAPETEN,MUTAQIN,implementasi didik karakter kuliah pemrograman ajar bas projek upaya tingkat soft skill mahasiswa program studi pandidikan teknik mekatronika
Pengembangan Model Latihan Fisik Sebelum Selama Dan Sesudah Kerja Untuk Menanggulangi Stres Kerja,Universitas Negeri Yogyakarta,LPNK,BSN,BERNADETA M WARA KUSHARTANTI,kembang model latih fisik tanggulang stres
Implementasi Pembelajaran Kooperatif Tipe Group Investigation pada Mata Kuliah Pendidikan Kewarganegaraan untuk Meningkatkan Kemampuan Berpikir Kritis Mahasiswa PGSD,Universitas Negeri Yogyakarta,LPNK,BIG,MUJINEM,implementasi ajar kooperatif tipe grup investigation kuliah didik kewarganegaraan tingkat pikir kritis mahasiswa pgsd
"Implementasi Metode Pem-belajaran Beyond Centers & Circle Times(BCCT) di Lembaga PAUD ""Rumah Ibu"" Kec. Ngaglik Kabupaten Sleman",Universitas Negeri Yogyakarta,LPNK,BATAN,SLAMET LESTARI,implementasi metode pem-belajaran beyond centers circle times bcct lembaga paud rumah kec ngaglik kabupaten sleman
Masalah Dukungan Sosial Dan Strategi Coping Para Lansia,Universitas Negeri Yogyakarta,LPNK,LAPAN,SITI ROHMAH NURHAYATI,dukung sosial strategi coping lansia
Basis Data Tahunan Perkembangan Alumni   Program Studi  Teknologi  Pendidikan  Fakultas Ilmu Pendidikan  UNY,Universitas Negeri Yogyakarta,LPNK,LIPI,ESTU MIYARSO,basis data tahun kembang alumni program studi teknologi didik fakultas ilmu didik uny
Pengembangan Model Evaluasi Peka  Berbasis Scientific Approach Pada Perkuliahan Pendidikan IPA Untuk Mengukur Kesiapan Mahasiswa  Calon Guru Sd Dalam Implementasi Kurikulum 2013,Universitas Negeri Yogyakarta,LPNK,BPPT,WORO SRI HASTUTI,kembang model evaluasi peka bas scientific approach kuliah didik ipa ukur siap mahasiswa calon guru sd implementasi kurikulum
Peningkatan Prestasi Belajar Siswa Kelas III pada Pelajaran Bahasa Inggris melalui Metode Total Physical Response (TPR) SD Negeri Manunggal Bantul,Universitas Negeri Yogyakarta,LPNK,BAPETEN,ALI MUSTADI,tingkat prestasi ajar siswa kelas iii ajar bahasa inggris metode total physical response tpr sd negeri manunggal bantul
Strategi Peningkatan Perilaku Asertif Anak Usia Dini Melalui Pembelajaran Bermain Peran,Universitas Negeri Yogyakarta,LPNK,BSN,NUR HAYATI,strategi tingkat perilaku asertif mahasiswa usia ajar main peran
Profil Kepemimpinan Kepala Sekolah dalam Pengembangan Program Tingkat Satuan Pendidikan di Sekolah Luar Biasa,Universitas Negeri Yogyakarta,LPNK,BIG,HERMANTO,profil pimpin kepala sekolah kembang program tingkat didik sekolah
Peningkatan Keterampilan Membaca Pemahaman Siswa Kelas IV SD Negeri Gembongan Sentolo Kulon Progo melalui Penggunaan Big Book,Universitas Negeri Yogyakarta,LPNK,BATAN,SEPTIA SUGIARSIH,tingkat terampil baca paham siswa kelas iv sd negeri gembong sentolo kulon progo big book
Pemanfaatan Lingkungan sebagai Sumber Belajar Dalam Pembelajaran Pkn di SD oleh Mahasiswa Semester VI Kampus Wates,Universitas Negeri Yogyakarta,LPNK,LAPAN,WURI WURYANDANI,manfaat lingkung sumber ajar ajar pkn sd mahasiswa semester vi kampus wates
Identifikasi Kesulitan Belajar pada Proses Pengajaran Mikro Mahasiswa Seni Tari Semester VI FBS UNY,Universitas Negeri Yogyakarta,LPNK,LIPI,WENTI NURYANI,identifikasi sulit ajar proses ajar mikro mahasiswa seni tari semester vi fbs uny
IbM Kelompok Kesenian Rakyat Badui Di Dusun  Semampir Kulon Kabupaten Sleman daerah Istimewa Yogyakarta,Universitas Negeri Yogyakarta,LPNK,BPPT,NI NYOMAN SERIATI,ibm kelompok seni rakyat badui dusun mampir kulon kabupaten sleman daerah istimewa yogyakarta
Pengembangan Media Audio Lagu Untuk Meningkatkan Kualitas Pembelajaran Musik Pada Guru di TK,Universitas Negeri Yogyakarta,LPNK,BAPETEN,RINA WULANDARI,kembang media audio lagu tingkat kualitas ajar musik guru tk
